,gene_name,chr,orientation,start,end,goi,locus_name,tair_name,object_name,relationship,ontology,go_id,tair_id,Aspect,goslim,evidence_code,evidence_description,evidence_with,reference,annotator,date,set
462,AITR2,3,R,17967354,17968538,False,AT3G48510,locus:2114455,AT3G48510,involved in,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,analysis of visible trait,,Publication:501800298|PMID:36036886  ,nkawakami,2022-09-23,2
463,CYP94B3,3,R,17974977,17976670,False,AT3G48520,locus:2114460,AT3G48520,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501742727|PMID:21576464  ,TAIR,2011-06-14,1
464,CYP94B3,3,R,17974977,17976670,False,AT3G48520,locus:2114460,AT3G48520,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501742727|PMID:21576464  ,TAIR,2011-06-14,1
465,SWEET11,3,R,18052466,18054755,False,AT3G48740,locus:2114540,AT3G48740,involved in,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,none,,Publication:501763413|PMID:25794936  ,,2021-03-31,2
466,SWEET11,3,R,18052466,18054755,False,AT3G48740,locus:2114540,AT3G48740,involved in,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,none,,Publication:501763413|PMID:25794936  ,,2021-03-31,2
467,SWEET11,3,R,18052466,18054755,False,AT3G48740,locus:2114540,AT3G48740,involved in,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,none,,Publication:501763413|PMID:25794936  ,,2021-03-31,2
468,NUWA,3,F,18255979,18258100,False,AT3G49240,locus:2082871,AT3G49240,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501774064|PMID:28095407  ,TAIR,2017-01-30,2
469,NUWA,3,F,18255979,18258100,False,AT3G49240,locus:2082871,AT3G49240,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501774064|PMID:28095407  ,TAIR,2017-01-30,2
470,NUWA,3,F,18255979,18258100,False,AT3G49240,locus:2082871,AT3G49240,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501774064|PMID:28095407  ,TAIR,2017-01-30,2
471,UBP26,3,R,18380549,18387128,False,AT3G49600,locus:2114653,AT3G49600,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501727445|PMID:18723879  ,TAIR,2008-09-10,2
472,UBP26,3,R,18380549,18387128,False,AT3G49600,locus:2114653,AT3G49600,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501727445|PMID:18723879  ,TAIR,2008-09-10,2
473,UBP26,3,R,18380549,18387128,False,AT3G49600,locus:2114653,AT3G49600,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501727445|PMID:18723879  ,TAIR,2008-09-10,2
474,PSK4,3,F,18465679,18466376,False,AT3G49780,locus:2097345,AT3G49780,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,ISS,Sequence similarity (homologue of/most closely related to),Asparagus PSK,Publication:1546030|PMID:11706167  ,TAIR,2016-08-29,1
475,PSK4,3,F,18465679,18466376,False,AT3G49780,locus:2097345,AT3G49780,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,ISS,Sequence similarity (homologue of/most closely related to),Asparagus PSK,Publication:1546030|PMID:11706167  ,TAIR,2016-08-29,1
476,CYCD3;3,3,R,18565134,18566780,False,AT3G50070,locus:2083128,AT3G50070,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IGI,triple mutant analysis,AGI_LocusCode:AT4G34160|AGI_LocusCode:AT5G67260,Publication:501748039|PMID:22412186  ,TAIR,2012-04-24,2
477,CYCD3;3,3,R,18565134,18566780,False,AT3G50070,locus:2083128,AT3G50070,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IGI,triple mutant analysis,AGI_LocusCode:AT4G34160|AGI_LocusCode:AT5G67260,Publication:501748039|PMID:22412186  ,TAIR,2012-04-24,2
478,CYCD3;3,3,R,18565134,18566780,False,AT3G50070,locus:2083128,AT3G50070,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IGI,triple mutant analysis,AGI_LocusCode:AT4G34160|AGI_LocusCode:AT5G67260,Publication:501748039|PMID:22412186  ,TAIR,2012-04-24,2
479,PAT10,3,F,19075576,19078120,False,AT3G51390,locus:2081795,AT3G51390,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501754097|PMID:23482856  ,,2021-03-31,1
480,PAT10,3,F,19075576,19078120,False,AT3G51390,locus:2081795,AT3G51390,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501754097|PMID:23482856  ,,2021-03-31,1
481,CWINV2,3,R,19506891,19509390,False,AT3G52600,locus:2079944,AT3G52600,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501789340|PMID:32332089  ,TAIR,2020-07-03,1
482,CWINV2,3,R,19506891,19509390,False,AT3G52600,locus:2079944,AT3G52600,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501789340|PMID:32332089  ,TAIR,2020-07-03,1
483,CWINV2,3,R,19506891,19509390,False,AT3G52600,locus:2079944,AT3G52600,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501789340|PMID:32332089  ,TAIR,2020-07-03,1
484,FBL17,3,R,20225773,20228921,False,AT3G54650,locus:2102400,AT3G54650,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501730071|PMID:19277118  ,TAIR,2009-04-16,2
485,FBL17,3,R,20225773,20228921,False,AT3G54650,locus:2102400,AT3G54650,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501730071|PMID:19277118  ,TAIR,2009-04-16,2
486,FBL17,3,R,20225773,20228921,False,AT3G54650,locus:2102400,AT3G54650,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501730071|PMID:19277118  ,TAIR,2009-04-16,2
487,SAP130a,3,F,20460533,20464556,False,AT3G55200,locus:2100616,AT3G55200,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,RNAi experiments,NONE,Publication:501743119|PMID:21680607  ,TAIR,2011-07-26,1
488,SAP130a,3,F,20460533,20464556,False,AT3G55200,locus:2100616,AT3G55200,involved in,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,none,,Publication:501743119|PMID:21680607  ,,2021-03-31,1
489,SAP130a,3,F,20460533,20464556,False,AT3G55200,locus:2100616,AT3G55200,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,RNAi experiments,NONE,Publication:501743119|PMID:21680607  ,TAIR,2011-07-26,1
490,SAP130a,3,F,20460533,20464556,False,AT3G55200,locus:2100616,AT3G55200,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,RNAi experiments,NONE,Publication:501743119|PMID:21680607  ,TAIR,2011-07-26,1
491,SAP130a,3,F,20460533,20464556,False,AT3G55200,locus:2100616,AT3G55200,involved in,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,none,,Publication:501743119|PMID:21680607  ,,2021-03-31,1
492,SAP130a,3,F,20460533,20464556,False,AT3G55200,locus:2100616,AT3G55200,involved in,plant ovule development,GO:0048481,19033,P,flower development,IMP,none,,Publication:501743119|PMID:21680607  ,,2021-03-31,1
493,SAP130b,3,R,20466921,20470944,False,AT3G55220,locus:2100646,AT3G55220,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,RNAi experiments,NONE,Publication:501743119|PMID:21680607  ,TAIR,2011-07-26,1
494,SAP130b,3,R,20466921,20470944,False,AT3G55220,locus:2100646,AT3G55220,involved in,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,none,,Publication:501743119|PMID:21680607  ,,2021-03-31,1
495,SAP130b,3,R,20466921,20470944,False,AT3G55220,locus:2100646,AT3G55220,involved in,plant ovule development,GO:0048481,19033,P,flower development,IMP,none,,Publication:501743119|PMID:21680607  ,,2021-03-31,1
496,SAP130b,3,R,20466921,20470944,False,AT3G55220,locus:2100646,AT3G55220,involved in,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,none,,Publication:501743119|PMID:21680607  ,,2021-03-31,1
497,SAP130b,3,R,20466921,20470944,False,AT3G55220,locus:2100646,AT3G55220,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,RNAi experiments,NONE,Publication:501743119|PMID:21680607  ,TAIR,2011-07-26,1
498,SAP130b,3,R,20466921,20470944,False,AT3G55220,locus:2100646,AT3G55220,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,RNAi experiments,NONE,Publication:501743119|PMID:21680607  ,TAIR,2011-07-26,1
499,OVA1,3,R,20535631,20539067,False,AT3G55400,locus:2099966,AT3G55400,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
500,OVA1,3,R,20535631,20539067,False,AT3G55400,locus:2099966,AT3G55400,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
501,OVA1,3,R,20535631,20539067,False,AT3G55400,locus:2099966,AT3G55400,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
502,BOP1,3,F,21147558,21150027,False,AT3G57130,locus:2080595,AT3G57130,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IEA,none,InterPro:IPR044284,AnalysisReference:501756966,,2024-04-19,1
503,BOP1,3,F,21147558,21150027,False,AT3G57130,locus:2080595,AT3G57130,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IEA,none,InterPro:IPR044284,AnalysisReference:501756966,,2024-04-19,1
504,NTT,3,F,21370903,21373446,False,AT3G57670,locus:2076641,AT3G57670,involved in,fruit replum development,GO:1990058,45128,P,multicellular organism development,IMP,none,,Publication:501760603|PMID:25039392  ,,2021-03-31,1
505,NTT,3,F,21370903,21373446,False,AT3G57670,locus:2076641,AT3G57670,involved in,fruit replum development,GO:1990058,45128,P,anatomical structure development,IMP,none,,Publication:501760603|PMID:25039392  ,,2021-03-31,1
506,NTT,3,F,21370903,21373446,False,AT3G57670,locus:2076641,AT3G57670,involved in,fruit replum development,GO:1990058,45128,P,post-embryonic development,IMP,none,,Publication:501760603|PMID:25039392  ,,2021-03-31,1
507,UVI4-LIKE,3,F,21426314,21428253,False,AT3G57860,locus:2095823,AT3G57860,involved in,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,none,,Publication:501746162|PMID:22167058  ,,2021-03-31,2
508,UVI4-LIKE,3,F,21426314,21428253,False,AT3G57860,locus:2095823,AT3G57860,involved in,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,none,,Publication:501746162|PMID:22167058  ,,2021-03-31,2
509,UVI4-LIKE,3,F,21426314,21428253,False,AT3G57860,locus:2095823,AT3G57860,involved in,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,none,,Publication:501746162|PMID:22167058  ,,2021-03-31,2
510,MTP8,3,R,21497778,21499676,False,AT3G58060,locus:2095873,AT3G58060,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IEP,Correlation of expression with a physiological assay,NONE,Publication:501775341|PMID:28461400  ,seroglu,2018-03-17,2
511,MTP8,3,R,21497778,21499676,False,AT3G58060,locus:2095873,AT3G58060,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IEP,Correlation of expression with a physiological assay,NONE,Publication:501775341|PMID:28461400  ,seroglu,2018-03-17,2
512,MTP8,3,R,21497778,21499676,False,AT3G58060,locus:2095873,AT3G58060,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IEP,Correlation of expression with a physiological assay,NONE,Publication:501775341|PMID:28461400  ,seroglu,2018-03-17,2
513,AT3G58780,3,F,21738460,21742517,False,AT3G58780,locus:2099029,AT3G58780,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501711290|PMID:14555696  ,TAIR,2006-05-10,1
514,AT3G58780,3,F,21738460,21742517,False,AT3G58780,locus:2099029,AT3G58780,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501711290|PMID:14555696  ,TAIR,2006-05-10,1
515,AT3G58780,3,F,21738460,21742517,False,AT3G58780,locus:2099029,AT3G58780,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501711290|PMID:14555696  ,TAIR,2006-05-10,1
516,AGL13,3,R,22618259,22620491,False,AT3G61120,locus:2098826,AT3G61120,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501756843|PMID:24164574  ,TAIR,2015-08-27,1
517,AGL13,3,R,22618259,22620491,False,AT3G61120,locus:2098826,AT3G61120,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501756843|PMID:24164574  ,TAIR,2015-08-27,1
518,AGL13,3,R,22618259,22620491,False,AT3G61120,locus:2098826,AT3G61120,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501756843|PMID:24164574  ,TAIR,2015-08-27,1
519,BRH1,3,R,22741511,22742284,False,AT3G61460,locus:2082757,AT3G61460,involved in,regulation of plant organ morphogenesis,GO:1905421,52632,P,anatomical structure development,IMP,none,,Publication:501681422|PMID:12012249  ,,2021-03-31,1
520,BRH1,3,R,22741511,22742284,False,AT3G61460,locus:2082757,AT3G61460,involved in,regulation of plant organ morphogenesis,GO:1905421,52632,P,multicellular organism development,IMP,none,,Publication:501681422|PMID:12012249  ,,2021-03-31,1
521,AT3G61590,3,F,22791962,22794341,False,AT3G61590,locus:2082797,AT3G61590,acts upstream of or within,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501721600|PMID:17496113  ,TAIR,2016-08-29,1
522,AT3G61590,3,F,22791962,22794341,False,AT3G61590,locus:2082797,AT3G61590,acts upstream of or within,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501721600|PMID:17496113  ,TAIR,2016-08-29,1
523,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501706873|PMID:11006330  ,TAIR,2005-01-07,1
524,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IGI,none,,Publication:501706873|PMID:11006330  ,,2021-03-31,2
525,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IGI,none,,Publication:501706873|PMID:11006330  ,,2021-03-31,2
526,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,involved in,fruit development,GO:0010154,13859,P,multicellular organism development,IGI,none,,Publication:501706873|PMID:11006330  ,,2021-03-31,1
527,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IGI,none,,Publication:501706873|PMID:11006330  ,,2021-03-31,2
528,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501706873|PMID:11006330  ,TAIR,2005-01-07,1
529,CYP78A9,3,R,22905868,22907958,False,AT3G61880,locus:2079532,AT3G61880,involved in,fruit development,GO:0010154,13859,P,anatomical structure development,IGI,none,,Publication:501706873|PMID:11006330  ,,2021-03-31,1
530,BIL4,3,R,23387856,23388985,False,AT3G63310,locus:2077309,AT3G63310,involved in,regulation of plant organ morphogenesis,GO:1905421,52632,P,multicellular organism development,IMP,none,,Publication:501733043|PMID:19202280  ,,2021-03-31,1
531,BIL4,3,R,23387856,23388985,False,AT3G63310,locus:2077309,AT3G63310,involved in,regulation of plant organ morphogenesis,GO:1905421,52632,P,anatomical structure development,IMP,none,,Publication:501733043|PMID:19202280  ,,2021-03-31,1
532,Kin-1,3,R,23440887,23444006,False,AT3G63480,locus:2087378,AT3G63480,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IMP,none,,Publication:501761644|PMID:25330379  ,,2021-03-31,2
533,Kin-1,3,R,23440887,23444006,False,AT3G63480,locus:2087378,AT3G63480,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IMP,none,,Publication:501761644|PMID:25330379  ,,2021-03-31,2
534,Kin-1,3,R,23440887,23444006,False,AT3G63480,locus:2087378,AT3G63480,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IMP,none,,Publication:501761644|PMID:25330379  ,,2021-03-31,2
535,YAB3,4,R,72552,75384,False,AT4G00180,locus:2126931,AT4G00180,involved in,fruit development,GO:0010154,13859,P,multicellular organism development,IBA,none,PANTHER:PTN000783191|TAIR:locus:2126931|TAIR:locus:2005492,Communication:501741973,,2024-02-15,1
536,YAB3,4,R,72552,75384,False,AT4G00180,locus:2126931,AT4G00180,involved in,fruit development,GO:0010154,13859,P,anatomical structure development,IBA,none,PANTHER:PTN000783191|TAIR:locus:2126931|TAIR:locus:2005492,Communication:501741973,,2024-02-15,1
537,YAB3,4,R,72552,75384,False,AT4G00180,locus:2126931,AT4G00180,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501717659|PMID:16192305  ,TAIR,2006-06-13,1
538,YAB3,4,R,72552,75384,False,AT4G00180,locus:2126931,AT4G00180,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501717659|PMID:16192305  ,TAIR,2006-06-13,1
539,UMAMIT29,4,F,585598,588029,False,AT4G01430,locus:2125167,AT4G01430,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
540,UMAMIT29,4,F,585598,588029,False,AT4G01430,locus:2125167,AT4G01430,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
541,UMAMIT29,4,F,585598,588029,False,AT4G01430,locus:2125167,AT4G01430,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501767310|PMID:26628011  ,TAIR,2015-12-18,2
542,SWN,4,F,886600,891955,False,AT4G02020,locus:2132178,AT4G02020,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IGI,double mutant analysis,NONE,Publication:501719688|PMID:16924116  ,TAIR,2006-11-14,2
543,SWN,4,F,886600,891955,False,AT4G02020,locus:2132178,AT4G02020,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IGI,double mutant analysis,NONE,Publication:501719688|PMID:16924116  ,TAIR,2006-11-14,2
544,SWN,4,F,886600,891955,False,AT4G02020,locus:2132178,AT4G02020,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IGI,double mutant analysis,NONE,Publication:501719688|PMID:16924116  ,TAIR,2006-11-14,2
545,RHS13,4,R,992175,993038,False,AT4G02270,locus:2137814,AT4G02270,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IMP,none,,Publication:501774227|PMID:28138059  ,,2021-03-31,2
546,RHS13,4,R,992175,993038,False,AT4G02270,locus:2137814,AT4G02270,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IMP,none,,Publication:501783699|PMID:30673938  ,,2021-03-31,2
547,RHS13,4,R,992175,993038,False,AT4G02270,locus:2137814,AT4G02270,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IMP,none,,Publication:501783699|PMID:30673938  ,,2021-03-31,2
548,RHS13,4,R,992175,993038,False,AT4G02270,locus:2137814,AT4G02270,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IMP,none,,Publication:501774227|PMID:28138059  ,,2021-03-31,2
549,RHS13,4,R,992175,993038,False,AT4G02270,locus:2137814,AT4G02270,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IMP,none,,Publication:501774227|PMID:28138059  ,,2021-03-31,2
550,RHS13,4,R,992175,993038,False,AT4G02270,locus:2137814,AT4G02270,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IMP,none,,Publication:501783699|PMID:30673938  ,,2021-03-31,2
551,SUS3,4,F,994927,998967,False,AT4G02280,locus:2137829,AT4G02280,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,biochemical/chemical analysis,NONE,Publication:501738163|PMID:20559653  ,TAIR,2010-07-14,2
552,SUS3,4,F,994927,998967,False,AT4G02280,locus:2137829,AT4G02280,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,biochemical/chemical analysis,NONE,Publication:501738163|PMID:20559653  ,TAIR,2010-07-14,2
553,SUS3,4,F,994927,998967,False,AT4G02280,locus:2137829,AT4G02280,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,biochemical/chemical analysis,NONE,Publication:501738163|PMID:20559653  ,TAIR,2010-07-14,2
554,PMS1,4,R,1076136,1080722,False,AT4G02460,locus:2133274,AT4G02460,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501729253|PMID:19115045  ,TAIR,2009-03-14,2
555,PMS1,4,R,1076136,1080722,False,AT4G02460,locus:2133274,AT4G02460,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501729253|PMID:19115045  ,TAIR,2009-03-14,1
556,PMS1,4,R,1076136,1080722,False,AT4G02460,locus:2133274,AT4G02460,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501729253|PMID:19115045  ,TAIR,2009-03-14,2
557,PMS1,4,R,1076136,1080722,False,AT4G02460,locus:2133274,AT4G02460,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501729253|PMID:19115045  ,TAIR,2009-03-14,2
558,PMS1,4,R,1076136,1080722,False,AT4G02460,locus:2133274,AT4G02460,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501729253|PMID:19115045  ,TAIR,2009-03-14,1
559,PCN,4,R,4201249,4205224,False,AT4G07410,locus:2124377,AT4G07410,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:At2g17950,Publication:501745970|PMID:22158464  ,svenglat,2016-08-29,1
560,PCN,4,R,4201249,4205224,False,AT4G07410,locus:2124377,AT4G07410,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:At2g17950,Publication:501745970|PMID:22158464  ,svenglat,2016-08-29,1
561,PCN,4,R,4201249,4205224,False,AT4G07410,locus:2124377,AT4G07410,acts upstream of or within,post-embryonic plant organ development,GO:0090696,52623,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:At2g17950,Publication:501745970|PMID:22158464  ,svenglat,2016-08-29,1
562,CSLC12,4,R,4802341,4805647,False,AT4G07960,locus:2120532,AT4G07960,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501790690|PMID:32737163  ,,2021-03-31,1
563,CSLC12,4,R,4802341,4805647,False,AT4G07960,locus:2120532,AT4G07960,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501790690|PMID:32737163  ,,2021-03-31,1
564,CRY1,4,F,5724103,5727253,False,AT4G08920,locus:2138728,AT4G08920,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501762984|PMID:25721730  ,,2021-03-31,1
565,CRY1,4,F,5724103,5727253,False,AT4G08920,locus:2138728,AT4G08920,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501762984|PMID:25721730  ,,2021-03-31,1
566,MLH1,4,R,5816942,5821037,False,AT4G09140,locus:2122388,AT4G09140,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501722554|PMID:17559505  ,TAIR,2009-03-08,2
567,MLH1,4,R,5816942,5821037,False,AT4G09140,locus:2122388,AT4G09140,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501722554|PMID:17559505  ,TAIR,2009-03-08,1
568,MLH1,4,R,5816942,5821037,False,AT4G09140,locus:2122388,AT4G09140,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501722554|PMID:17559505  ,TAIR,2009-03-08,2
569,MLH1,4,R,5816942,5821037,False,AT4G09140,locus:2122388,AT4G09140,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501722554|PMID:17559505  ,TAIR,2009-03-08,2
570,MLH1,4,R,5816942,5821037,False,AT4G09140,locus:2122388,AT4G09140,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501722554|PMID:17559505  ,TAIR,2009-03-08,1
571,TT8,4,F,6182023,6186493,False,AT4G09820,locus:2118524,AT4G09820,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of physiological response,NONE,Publication:501759844|PMID:24722549  ,lixi,2014-09-26,2
572,TT8,4,F,6182023,6186493,False,AT4G09820,locus:2118524,AT4G09820,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of physiological response,NONE,Publication:501759844|PMID:24722549  ,lixi,2014-09-26,2
573,TT8,4,F,6182023,6186493,False,AT4G09820,locus:2118524,AT4G09820,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of physiological response,NONE,Publication:501759844|PMID:24722549  ,lixi,2014-09-26,2
574,STK,4,R,6236375,6240932,False,AT4G09960,locus:2140578,AT4G09960,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT5G23260,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,1
575,STK,4,R,6236375,6240932,False,AT4G09960,locus:2140578,AT4G09960,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IGI,double mutant analysis,AGI_LocusCode:AT5G23260,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,1
