name	tair_object	p1	p2	x	chr
Gene:2090633	AT3G19300.1	6690118	6693284	R	3
Gene:2090708	AT3G19310.1	6694196	6696214	F	3
Gene:2090713	AT3G19320.1	6696395	6698073	R	3
Gene:4515101463	AT3G19323.1	6698514	6699154	F	3
Gene:1006228611	AT3G19330.3	6699323	6701255	F	3
Gene:1006228610	AT3G19330.2	6699333	6701287	F	3
Gene:2090623	AT3G19330.1	6699341	6701300	F	3
Gene:2090638	AT3G19340.1	6701273	6704226	R	3
Gene:2090653	AT3G19350.1	6705493	6706127	F	3
Gene:2090668	AT3G19360.1	6707241	6709028	F	3
Gene:4515101464	AT3G19370.2	6710720	6713650	F	3
Gene:4515101465	AT3G19370.3	6710723	6713650	F	3
Gene:2090683	AT3G19370.1	6710754	6713650	F	3
Gene:2090603	AT3G19380.1	6714392	6716099	R	3
Gene:2090613	AT3G19390.1	6722989	6725027	F	3
Gene:1006228609	AT3G19400.2	6725468	6726578	F	3
Gene:2090628	AT3G19400.1	6725468	6727000	F	3
Gene:2090643	AT3G19410.1	6729585	6730706	F	3
Gene:2090658	AT3G19420.1	6731376	6735623	F	3
Gene:2090673	AT3G19430.1	6736184	6738330	R	3
Gene:2090688	AT3G19440.1	6740695	6743253	F	3
Gene:2090703	AT3G19450.1	6744598	6747214	F	3
Gene:2090608	AT3G19460.1	6747370	6749307	F	3
Gene:4010712598	AT3G19460.2	6747370	6749307	F	3
Gene:1009021830	AT3G19470.2	6749485	6751017	F	3
Gene:2090618	AT3G19470.1	6749524	6751014	F	3
Gene:2090648	AT3G19480.1	6752531	6754785	F	3
Gene:2090663	AT3G19490.1	6754615	6758261	R	3
Gene:2090678	AT3G19500.1	6759016	6760939	R	3
Gene:4010712599	AT3G19508.1	6762127	6762720	R	3
Gene:2090693	AT3G19510.1	6762764	6766588	R	3
Gene:4010712600	AT3G19515.2	6766668	6771169	R	3
Gene:2101529	AT3G19520.1	6772687	6774445	F	3
Gene:4515101466	AT3G19520.2	6772687	6775445	F	3
Gene:2101504	AT3G19530.1	6774970	6775848	R	3
Gene:2101509	AT3G19540.1	6780619	6783166	F	3
Gene:2101514	AT3G19550.1	6787241	6788292	R	3
Gene:2101519	AT3G19553.1	6790742	6792919	R	3
Gene:2091240	AT3G19560.1	6793311	6794802	F	3
Gene:1005714484	AT3G19570.2	6797485	6801740	F	3
Gene:2091165	AT3G19570.1	6797569	6801714	F	3
Gene:4515101467	AT3G19580.2	6803072	6804114	R	3
Gene:2091200	AT3G19580.1	6803166	6804233	R	3
Gene:2091210	AT3G19590.1	6805631	6808593	F	3
Gene:4515101468	AT3G19595.1	6808585	6809508	R	3
Gene:2091220	AT3G19600.1	6810669	6811742	R	3
Gene:2091230	AT3G19610.1	6812493	6814719	R	3
Gene:4010712601	AT3G19615.1	6814966	6815403	R	3
Gene:2091235	AT3G19620.1	6815613	6818308	R	3
Gene:2091160	AT3G19630.1	6818387	6820743	R	3
Gene:2091175	AT3G19640.1	6820926	6823306	F	3
Gene:2091245	AT3G19650.1	6823508	6825261	F	3
Gene:2091155	AT3G19660.1	6825521	6826006	R	3
Gene:4515101469	AT3G19663.1	6826768	6826911	F	3
Gene:2091170	AT3G19670.1	6828062	6836582	R	3
Gene:2091185	AT3G19680.1	6840281	6842320	F	3
Gene:2091195	AT3G19690.1	6842220	6842856	R	3
Gene:2091205	AT3G19700.1	6843662	6847275	F	3
Gene:2091215	AT3G19710.1	6846969	6849497	R	3
Gene:2091225	AT3G19720.1	6850371	6855513	R	3
Gene:1005714483	AT3G19720.2	6850371	6855513	R	3
Gene:6530297079	AT3G19720.3	6850371	6855513	R	3
Gene:2091150	AT3G19740.1	6855837	6863526	R	3
Gene:2091190	AT3G19760.1	6863713	6866593	F	3
Gene:3700970	AT3G19770.1	6866806	6869475	F	3
Gene:1009021828	AT3G19770.2	6866806	6869479	F	3
Gene:3700982	AT3G19780.1	6870173	6874850	F	3
Gene:6530297080	AT3G19780.2	6870173	6874850	F	3
Gene:4010712602	AT3G19790.2	6874603	6875540	R	3
Gene:3700986	AT3G19790.1	6874748	6875856	R	3
Gene:4515101470	AT3G19800.2	6876079	6877642	F	3
Gene:2092255	AT3G19800.1	6876114	6877642	F	3
Gene:2092265	AT3G19810.1	6877575	6879399	R	3
Gene:2092275	AT3G19820.1	6879617	6881652	R	3
Gene:1005714469	AT3G19820.2	6879617	6882315	R	3
Gene:6530297081	AT3G19820.3	6879617	6882121	R	3
Gene:2092290	AT3G19830.1	6885606	6890064	R	3
Gene:5019474246	AT3G19830.2	6886189	6890064	R	3
Gene:2092295	AT3G19840.1	6891086	6897356	F	3
Gene:2092300	AT3G19850.1	6898181	6901255	R	3
Gene:1009021827	AT3G19860.2	6903833	6906128	F	3
Gene:2092215	AT3G19860.1	6903844	6906128	F	3
Gene:2092225	AT3G19870.1	6907395	6911233	F	3
Gene:2092235	AT3G19880.1	6911435	6912604	R	3
Gene:2092245	AT3G19890.1	6914910	6916142	R	3
Gene:504953591	AT3G19895.1	6917294	6921556	R	3
Gene:2092260	AT3G19900.1	6922567	6925066	R	3
Gene:2092270	AT3G19910.1	6926308	6929567	F	3
Gene:2092280	AT3G19920.1	6929711	6931806	R	3
Gene:2092285	AT3G19930.1	6934773	6937120	F	3
Gene:2092220	AT3G19940.1	6938211	6939975	F	3
Gene:2092230	AT3G19950.1	6942769	6945224	F	3
Gene:5019474247	AT3G19960.2	6948774	6956966	F	3
Gene:2095369	AT3G19960.1	6948776	6956966	F	3
Gene:2095374	AT3G19970.1	6958648	6961652	F	3
Gene:2095379	AT3G19980.1	6961736	6965108	F	3
Gene:2095349	AT3G19990.1	6965647	6967248	F	3
Gene:2095354	AT3G20000.1	6967582	6970566	F	3
Gene:2095359	AT3G20010.1	6971352	6976595	F	3
Gene:2095364	AT3G20015.1	6978477	6980368	R	3
Gene:4010712603	AT3G20020.2	6983705	6988099	R	3
Gene:2087539	AT3G20020.1	6983705	6988099	R	3
Gene:2087574	AT3G20030.1	6990254	6991462	F	3
Gene:2087589	AT3G20040.1	6994894	6998171	F	3
Gene:2087604	AT3G20050.1	6998238	7002404	R	3
Gene:2087619	AT3G20060.1	7002817	7004450	R	3
Gene:4010712604	AT3G20060.2	7002817	7003845	R	3
Gene:1006228578	AT3G20070.2	7004672	7006896	R	3
Gene:2087629	AT3G20070.1	7004672	7006918	R	3
Gene:2829419	AT3G20075.1	7007316	7007653	F	3
Gene:1006228576	AT3G20080.3	7007869	7013691	F	3
Gene:2087639	AT3G20080.1	7008774	7010677	F	3
Gene:1006228577	AT3G20080.2	7008799	7013694	F	3
Gene:2829424	AT3G20083.1	7011940	7013625	F	3
Gene:2829429	AT3G20085.1	7014165	7014340	F	3
Gene:2829414	AT3G20087.1	7014522	7015284	F	3
Gene:2087554	AT3G20090.1	7015797	7018360	F	3
Gene:2087569	AT3G20100.1	7018995	7020901	F	3
Gene:2087584	AT3G20110.1	7021332	7023279	F	3
Gene:1009021837	AT3G20120.2	7023311	7025923	F	3
Gene:2087599	AT3G20120.1	7023369	7025923	F	3
Gene:2087614	AT3G20130.1	7026929	7028836	F	3
Gene:4010712605	AT3G20130.2	7026929	7028836	F	3
Gene:2087644	AT3G20140.1	7029175	7030787	F	3
Gene:2087649	AT3G20150.1	7031332	7037010	F	3
Gene:504953615	AT3G20155.1	7037135	7038375	F	3
Gene:2087549	AT3G20160.1	7038995	7040029	F	3
Gene:2087564	AT3G20170.1	7041727	7043341	F	3
Gene:2087579	AT3G20180.1	7043385	7043841	R	3
Gene:2087594	AT3G20190.1	7044943	7047390	F	3
Gene:2087609	AT3G20200.1	7047581	7051342	F	3
Gene:6530297082	AT3G20210.2	7052382	7055452	F	3
Gene:2087624	AT3G20210.1	7052420	7054743	F	3
Gene:2087634	AT3G20220.1	7054828	7055456	F	3
Gene:2087534	AT3G20230.1	7055353	7056758	R	3
Gene:2087544	AT3G20240.1	7057011	7058891	F	3
Gene:2087559	AT3G20250.1	7058902	7063240	R	3
Gene:2092313	AT3G20260.1	7064054	7066503	R	3
Gene:6530297083	AT3G20270.3	7067057	7070946	F	3
Gene:2092333	AT3G20270.1	7067059	7070946	F	3
Gene:1005027803	AT3G20270.2	7067059	7070946	F	3
Gene:1005027802	AT3G20280.2	7071193	7074641	F	3
Gene:2092413	AT3G20280.1	7071193	7074641	F	3
Gene:1009021833	AT3G20290.2	7074817	7078783	R	3
Gene:2092418	AT3G20290.1	7074817	7078871	R	3
Gene:2092423	AT3G20300.1	7079617	7081921	R	3
Gene:2092338	AT3G20310.1	7084806	7086805	R	3
Gene:2092353	AT3G20320.1	7087471	7089862	R	3
Gene:1006227956	AT3G20320.2	7087473	7089832	R	3
Gene:2092368	AT3G20330.1	7090106	7092670	R	3
Gene:2092383	AT3G20340.1	7092900	7093501	R	3
Gene:2092318	AT3G20350.1	7096348	7099767	F	3
Gene:2092328	AT3G20360.1	7099771	7101636	R	3
Gene:504953590	AT3G20362.1	7103817	7104250	F	3
Gene:1005714468	AT3G20365.1	7104309	7104392	F	3
Gene:2092343	AT3G20370.1	7105371	7107225	F	3
Gene:2092358	AT3G20380.1	7108097	7109914	F	3
Gene:2092373	AT3G20390.1	7109949	7111824	R	3
Gene:4010712606	AT3G20395.1	7111948	7113870	R	3
Gene:2092388	AT3G20400.1	7114403	7114714	F	3
Gene:2092398	AT3G20410.1	7116201	7119121	F	3
Gene:2092408	AT3G20420.1	7119282	7120919	R	3
Gene:2092323	AT3G20430.1	7121102	7123173	F	3
Gene:2092348	AT3G20440.1	7123197	7130436	R	3
Gene:5019474248	AT3G20440.2	7123197	7130436	R	3
Gene:6530297084	AT3G20440.3	7123423	7130477	R	3
Gene:2092363	AT3G20450.1	7130627	7131274	R	3
Gene:2092378	AT3G20460.1	7135050	7139472	F	3
Gene:2092393	AT3G20470.1	7140440	7141228	R	3
Gene:3437996	AT3G20475.1	7143454	7151014	F	3
Gene:6530297085	AT3G20480.2	7151387	7153398	R	3
Gene:2085764	AT3G20480.1	7151424	7153392	R	3
Gene:2085759	AT3G20490.1	7153539	7156536	R	3
Gene:2085769	AT3G20500.1	7157906	7160417	F	3
Gene:2085779	AT3G20510.1	7160677	7162206	F	3
Gene:2085709	AT3G20520.1	7162828	7165859	F	3
Gene:2085719	AT3G20530.1	7166047	7167929	F	3
Gene:2085729	AT3G20540.1	7168132	7173597	F	3
Gene:6530297086	AT3G20540.2	7168233	7173617	F	3
Gene:4515101471	AT3G20541.1	7173677	7174331	F	3
Gene:2085739	AT3G20550.1	7174464	7177942	R	3
Gene:504953628	AT3G20555.1	7178200	7178614	R	3
Gene:1009021968	AT3G20557.1	7180037	7181079	F	3
Gene:4515101472	AT3G20557.2	7180037	7180796	F	3
Gene:2085749	AT3G20560.1	7182035	7186567	F	3
Gene:2085774	AT3G20570.1	7186522	7187521	R	3
Gene:2085784	AT3G20580.1	7187856	7190562	R	3
Gene:2085714	AT3G20590.1	7191686	7192453	F	3
Gene:2085724	AT3G20600.1	7194846	7195736	F	3
Gene:2085734	AT3G20610.1	7196723	7197391	F	3
Gene:2085744	AT3G20620.1	7198454	7202489	R	3
Gene:1005714551	AT3G20630.1	7202773	7208402	R	3
Gene:2083459	AT3G20640.1	7210407	7213299	R	3
Gene:2083419	AT3G20650.1	7220799	7224090	R	3
Gene:1006228527	AT3G20650.2	7220799	7224085	R	3
Gene:1005714590	AT3G20655.1	7224218	7224290	R	3
Gene:2083424	AT3G20660.1	7225135	7228595	R	3
Gene:2083429	AT3G20670.1	7229407	7230146	F	3
Gene:2083434	AT3G20680.1	7230068	7231194	R	3
Gene:2083449	AT3G20690.1	7231570	7232682	R	3
Gene:2083444	AT3G20700.1	7233525	7234505	R	3
Gene:2829033	AT3G20705.1	7235948	7237084	R	3
Gene:2083454	AT3G20710.1	7237911	7238999	R	3
Gene:2091940	AT3G20720.1	7239908	7247005	F	3
Gene:6530297087	AT3G20720.2	7240033	7247005	F	3
Gene:2091865	AT3G20730.1	7247095	7249145	F	3
Gene:2091875	AT3G20740.1	7248809	7252452	R	3
Gene:2091885	AT3G20750.1	7254739	7256140	F	3
Gene:2091895	AT3G20760.1	7256656	7259854	R	3
Gene:2091905	AT3G20770.1	7260432	7263352	R	3
Gene:2091915	AT3G20780.1	7263900	7268572	R	3
Gene:2091925	AT3G20790.1	7268752	7271287	F	3
Gene:2091935	AT3G20800.1	7271137	7273947	R	3
Gene:1005714472	AT3G20810.2	7275674	7278379	F	3
Gene:1009021858	AT3G20810.3	7275706	7278320	F	3
Gene:2091860	AT3G20810.1	7275706	7278379	F	3
Gene:2091870	AT3G20820.1	7280878	7282177	F	3
Gene:2091880	AT3G20830.1	7284963	7286260	R	3
Gene:2091890	AT3G20840.1	7300675	7303693	F	3
Gene:2091900	AT3G20850.1	7304157	7304561	F	3
Gene:2091910	AT3G20860.1	7306147	7308434	F	3
Gene:3701097	AT3G20865.1	7308504	7308962	R	3
Gene:2091920	AT3G20870.1	7309279	7312752	R	3
Gene:2091930	AT3G20880.1	7313538	7315883	R	3
Gene:1005714471	AT3G20885.1	7319577	7319658	R	3
Gene:2091855	AT3G20890.1	7319848	7321054	F	3
Gene:5019474249	AT3G20898.1	7323683	7324634	F	3
Gene:2088775	AT3G20900.1	7323984	7324670	R	3
Gene:2088790	AT3G20910.1	7326382	7328576	F	3
Gene:2088795	AT3G20920.1	7328576	7330751	R	3
Gene:1009021857	AT3G20920.2	7328576	7330751	R	3
Gene:2088755	AT3G20930.1	7331721	7334029	F	3
Gene:2829499	AT3G20935.1	7334770	7335912	F	3
Gene:2088760	AT3G20940.1	7339717	7341655	F	3
Gene:2088765	AT3G20950.1	7342675	7344744	F	3
Gene:2088770	AT3G20960.1	7345436	7347104	F	3
Gene:4515101473	AT3G20966.1	7347786	7347935	F	3
Gene:2088780	AT3G20970.1	7348197	7350305	F	3
Gene:1009021869	AT3G20970.2	7348197	7350305	F	3
Gene:3438160	AT3G20975.1	7350577	7355332	F	3
Gene:4010712607	AT3G20978.1	7353907	7355339	R	3
Gene:2092949	AT3G20980.1	7355963	7357966	F	3
Gene:2092979	AT3G20990.1	7358840	7360154	F	3
Gene:1009021984	AT3G20993.1	7360559	7360897	R	3
Gene:1009021959	AT3G20997.1	7362743	7363081	R	3
Gene:2092989	AT3G21000.1	7363921	7365138	F	3
Gene:2092999	AT3G21010.1	7366210	7367748	F	3
Gene:2093009	AT3G21020.1	7368267	7369526	F	3
Gene:2092919	AT3G21030.1	7370168	7371403	F	3
Gene:2092924	AT3G21040.1	7372760	7374364	F	3
Gene:2092954	AT3G21050.1	7375158	7376420	F	3
Gene:3701243	AT3G21055.1	7376635	7377186	R	3
Gene:2092929	AT3G21060.1	7377434	7380213	F	3
Gene:2092934	AT3G21070.1	7380191	7383980	R	3
Gene:1006228633	AT3G21070.2	7380191	7383980	R	3
Gene:2092944	AT3G21080.1	7388367	7389974	R	3
Gene:2092959	AT3G21090.1	7391438	7395041	R	3
Gene:1009021868	AT3G21100.2	7399151	7402436	F	3
Gene:2092969	AT3G21100.1	7400239	7402436	F	3
Gene:2092974	AT3G21110.1	7402481	7405641	R	3
Gene:1009021867	AT3G21110.2	7402481	7405608	R	3
Gene:2092984	AT3G21120.1	7406326	7407429	F	3
Gene:2092994	AT3G21130.1	7408246	7409349	F	3
Gene:2093004	AT3G21140.1	7409442	7412225	R	3
Gene:2092939	AT3G21150.1	7412636	7413539	R	3
Gene:2092964	AT3G21160.1	7413847	7418410	R	3
Gene:2094705	AT3G21170.1	7419976	7421160	F	3
Gene:3701491	AT3G21175.1	7422036	7424905	F	3
Gene:1005714449	AT3G21175.2	7422036	7424905	F	3
Gene:4515101474	AT3G21175.3	7422036	7423869	F	3
Gene:2094725	AT3G21180.1	7425519	7432200	F	3
Gene:2094730	AT3G21190.1	7432299	7434665	R	3
Gene:2094740	AT3G21200.1	7436026	7438011	F	3
Gene:2094750	AT3G21210.1	7437964	7440826	R	3
Gene:504953584	AT3G21215.1	7441835	7445303	R	3
Gene:2094760	AT3G21220.1	7445757	7447351	F	3
Gene:2094770	AT3G21230.1	7448040	7452000	R	3
Gene:2094715	AT3G21240.1	7454269	7457379	R	3
Gene:2094720	AT3G21250.1	7457433	7463525	R	3
Gene:6530297088	AT3G21250.2	7457433	7463525	R	3
Gene:2094735	AT3G21260.1	7464020	7464905	R	3
Gene:1005714448	AT3G21260.2	7464020	7465094	R	3
Gene:5019474250	AT3G21260.3	7464020	7465785	R	3
Gene:2094745	AT3G21270.1	7474679	7475757	F	3
Gene:2094755	AT3G21280.1	7477987	7482070	R	3
Gene:2094765	AT3G21290.1	7482131	7488935	F	3
Gene:4010712608	AT3G21295.1	7489236	7492602	F	3
Gene:2094775	AT3G21300.1	7493439	7496289	R	3
Gene:2094780	AT3G21310.1	7497290	7499152	F	3
Gene:2094710	AT3G21320.1	7499053	7501841	R	3
Gene:2089417	AT3G21330.1	7507240	7509175	F	3
Gene:4515101475	AT3G21338.1	7511468	7511620	F	3
Gene:2089482	AT3G21340.1	7511787	7515937	R	3
Gene:2089487	AT3G21350.1	7517070	7518744	F	3
Gene:5019474251	AT3G21350.2	7517070	7518744	F	3
Gene:6530297089	AT3G21351.1	7518924	7519477	F	3
Gene:4010712609	AT3G21352.1	7519976	7520360	F	3
Gene:2089422	AT3G21360.1	7522804	7524580	F	3
Gene:2089432	AT3G21370.1	7524054	7527652	R	3
Gene:4515101476	AT3G21371.1	7527704	7527910	F	3
Gene:2089442	AT3G21380.1	7528184	7530677	F	3
Gene:2089452	AT3G21390.1	7531402	7534544	F	3
Gene:2089462	AT3G21400.1	7534633	7536509	R	3
Gene:2089472	AT3G21410.1	7536719	7537951	R	3
Gene:2089427	AT3G21420.1	7541477	7543518	F	3
Gene:4010712610	AT3G21430.2	7544628	7553579	R	3
Gene:2089457	AT3G21450.1	7553965	7555236	R	3
Gene:4010712611	AT3G21460.1	7557384	7557958	R	3
Gene:2089477	AT3G21465.1	7560720	7563466	F	3
Gene:1009021798	AT3G21465.2	7560720	7563427	F	3
Gene:2089874	AT3G21470.1	7563503	7565074	F	3
Gene:1005714499	AT3G21475.1	7567394	7567465	R	3
Gene:2089959	AT3G21480.1	7567730	7572161	F	3
Gene:5019474252	AT3G21481.1	7572232	7572483	R	3
Gene:2089869	AT3G21490.1	7573065	7573669	F	3
Gene:1005714500	AT3G21500.2	7573634	7576623	R	3
Gene:2089884	AT3G21500.1	7573636	7576623	R	3
Gene:2089899	AT3G21510.1	7578175	7579599	R	3
Gene:2089914	AT3G21520.1	7581959	7582793	F	3
Gene:2089929	AT3G21530.1	7582740	7584583	R	3
Gene:2089854	AT3G21540.1	7585946	7590856	R	3
Gene:2089864	AT3G21550.1	7591483	7592322	R	3
Gene:2089879	AT3G21560.1	7595806	7597577	F	3
Gene:2089894	AT3G21570.1	7600150	7600883	R	3
Gene:2089909	AT3G21580.1	7601969	7603885	R	3
Gene:2089924	AT3G21590.1	7604551	7605789	R	3
Gene:2089939	AT3G21600.1	7606507	7608407	R	3
Gene:1006228599	AT3G21600.2	7606545	7608364	R	3
Gene:1009021806	AT3G21610.2	7609143	7610717	R	3
Gene:2089949	AT3G21610.1	7609143	7610711	R	3
Gene:2089849	AT3G21620.1	7610958	7614461	R	3
Gene:2089859	AT3G21630.1	7615385	7618581	R	3
Gene:2089889	AT3G21640.1	7618930	7621477	R	3
Gene:2089904	AT3G21650.1	7621569	7624076	R	3
Gene:2089919	AT3G21660.1	7624495	7626654	R	3
Gene:2089934	AT3G21670.1	7626757	7629151	R	3
Gene:2089944	AT3G21680.1	7633494	7633853	R	3
Gene:2089954	AT3G21690.1	7638663	7642205	F	3
Gene:1005714460	AT3G21700.3	7644350	7646355	F	3
Gene:2093018	AT3G21700.1	7644370	7646355	F	3
Gene:1005714461	AT3G21700.2	7644475	7646383	F	3
Gene:2093038	AT3G21710.1	7648342	7649785	F	3
Gene:1006228634	AT3G21710.2	7648359	7649799	F	3
Gene:2093048	AT3G21720.1	7652487	7656011	R	3
Gene:2093053	AT3G21730.1	7659556	7661232	R	3
Gene:1006228635	AT3G21730.2	7659610	7661222	R	3
Gene:2093068	AT3G21740.1	7662361	7664010	R	3
Gene:2093078	AT3G21750.1	7664345	7666195	F	3
Gene:4010712612	AT3G21755.1	7666808	7668565	R	3
Gene:4010712613	AT3G21755.2	7666867	7668552	R	3
Gene:2093088	AT3G21760.1	7667027	7668724	F	3
Gene:2093098	AT3G21770.1	7673276	7674839	F	3
Gene:2093103	AT3G21780.1	7675004	7676494	R	3
Gene:4515101477	AT3G21781.1	7676054	7676384	F	3
Gene:2093023	AT3G21790.1	7676927	7678414	R	3
Gene:5019474253	AT3G21791.1	7678715	7679271	R	3
Gene:2093033	AT3G21800.1	7680106	7681685	R	3
Gene:1005714459	AT3G21805.1	7682362	7682452	F	3
Gene:2093043	AT3G21810.1	7684430	7688616	F	3
Gene:2093058	AT3G21820.1	7688434	7691504	R	3
Gene:2093063	AT3G21830.1	7693481	7693939	R	3
Gene:2093073	AT3G21840.1	7695228	7695936	R	3
Gene:2093083	AT3G21850.1	7697089	7697550	R	3
Gene:2093093	AT3G21860.1	7699777	7700235	R	3
Gene:2093028	AT3G21865.1	7701025	7703385	R	3
Gene:2088742	AT3G21870.1	7703866	7704829	R	3
Gene:2088747	AT3G21880.1	7706748	7708093	F	3
Gene:2095561	AT3G21890.1	7709113	7709733	R	3
Gene:2095591	AT3G21900.1	7715393	7716343	F	3
Gene:2095626	AT3G21910.1	7717372	7718405	F	3
Gene:2095646	AT3G21920.1	7720639	7721744	F	3
Gene:2095656	AT3G21930.1	7723223	7724338	F	3
Gene:2830221	AT3G21933.1	7725510	7726493	F	3
Gene:2830226	AT3G21937.1	7727543	7728522	F	3
Gene:2095671	AT3G21940.1	7729806	7731171	F	3
Gene:2830201	AT3G21945.1	7732458	7733294	F	3
Gene:2095571	AT3G21950.1	7734396	7736394	F	3
Gene:2095581	AT3G21960.1	7737156	7739542	F	3
Gene:5019474254	AT3G21960.2	7737156	7739542	F	3
Gene:2830196	AT3G21965.1	7740234	7741147	F	3
Gene:2095606	AT3G21970.1	7742459	7743601	F	3
Gene:2095621	AT3G21980.1	7745143	7746161	F	3
Gene:2830206	AT3G21985.1	7746953	7748137	F	3
Gene:2095641	AT3G21990.1	7749247	7750419	F	3
Gene:2095651	AT3G22000.1	7751844	7753124	F	3
Gene:2095566	AT3G22010.1	7754311	7755762	F	3
Gene:2095576	AT3G22020.1	7756577	7757491	F	3
Gene:4515101478	AT3G22022.1	7757829	7758032	F	3
Gene:2095601	AT3G22030.1	7759317	7760738	F	3
Gene:2095616	AT3G22040.1	7761807	7762675	F	3
Gene:2095631	AT3G22050.1	7764131	7765143	F	3
Gene:2830211	AT3G22053.1	7767433	7768526	F	3
Gene:2830216	AT3G22057.1	7769346	7770261	F	3
Gene:2095661	AT3G22060.1	7771016	7772340	F	3
Gene:2095666	AT3G22070.1	7775329	7776109	R	3
Gene:4515101479	AT3G22072.1	7775329	7776207	F	3
Gene:2095586	AT3G22080.1	7777818	7781718	R	3
Gene:2095596	AT3G22090.1	7782912	7783561	F	3
Gene:2095611	AT3G22100.1	7783711	7784469	R	3
Gene:3438239	AT3G22104.1	7789376	7792380	F	3
Gene:2090398	AT3G22110.1	7792638	7794165	R	3
Gene:2090418	AT3G22120.1	7794957	7796310	R	3
Gene:4515101480	AT3G22121.1	7795606	7796327	F	3
Gene:2829722	AT3G22133.1	7799042	7800000	F	3
Gene:2829727	AT3G22136.1	7801744	7802408	R	3
Gene:4010712614	AT3G22142.1	7803604	7808046	R	3
Gene:2090443	AT3G22150.1	7812944	7815928	F	3
Gene:2090388	AT3G22160.1	7817857	7818985	R	3
Gene:2090393	AT3G22170.1	7822018	7825884	R	3
Gene:4515101481	AT3G22170.2	7822018	7826085	R	3
Gene:2090403	AT3G22180.1	7827036	7830813	F	3
Gene:6530297090	AT3G22190.2	7830905	7834049	R	3
Gene:4515101482	AT3G22183.1	7831129	7831371	F	3
Gene:2090408	AT3G22190.1	7831280	7833904	R	3
Gene:6530297091	AT3G22200.2	7835144	7838888	F	3
Gene:2090413	AT3G22200.1	7835148	7839061	F	3
Gene:2090423	AT3G22210.1	7838784	7839467	R	3
Gene:1009021820	AT3G22220.2	7839555	7842781	R	3
Gene:2090428	AT3G22220.1	7839616	7842874	R	3
Gene:2090433	AT3G22230.1	7843967	7844597	R	3
Gene:3700836	AT3G22231.1	7845823	7846605	R	3
Gene:2829701	AT3G22232.1	7849841	7850289	F	3
Gene:3701048	AT3G22234.1	7852903	7853476	F	3
Gene:1005714495	AT3G22235.1	7854419	7855791	R	3
Gene:5019474255	AT3G22235.2	7854612	7855814	R	3
Gene:2829712	AT3G22237.1	7859877	7860331	F	3
Gene:1005714478	AT3G22238.1	7861995	7862568	F	3
Gene:2091622	AT3G22240.1	7863616	7864819	R	3
Gene:2091627	AT3G22250.1	7867753	7870229	F	3
Gene:2091632	AT3G22260.1	7870892	7873548	F	3
Gene:1006228622	AT3G22260.2	7870892	7873548	F	3
Gene:6530297092	AT3G22260.3	7870892	7873548	F	3
Gene:2091617	AT3G22270.1	7874145	7878468	F	3
Gene:4010712615	AT3G22275.1	7878982	7879808	R	3
Gene:2087816	AT3G22290.1	7881561	7885579	F	3
Gene:2087826	AT3G22300.1	7885668	7886820	F	3
Gene:2087831	AT3G22310.1	7887286	7890019	F	3
Gene:2087841	AT3G22320.1	7890864	7892347	R	3
Gene:2087851	AT3G22330.1	7892537	7895366	F	3
Gene:2087861	AT3G22340.1	7897484	7898398	F	3
Gene:4515101483	AT3G22345.1	7899215	7900514	F	3
Gene:2087876	AT3G22350.1	7901905	7903041	F	3
Gene:6530297093	AT3G22350.2	7901905	7903041	F	3
Gene:2087881	AT3G22360.1	7904156	7905384	F	3
Gene:2087806	AT3G22370.1	7906791	7908740	F	3
Gene:1005714525	AT3G22380.1	7912905	7919484	F	3
Gene:4515101484	AT3G22380.2	7912905	7919510	F	3
Gene:2087836	AT3G22400.1	7926879	7931351	F	3
Gene:2087846	AT3G22410.1	7933167	7935808	R	3
Gene:1006228581	AT3G22415.1	7941014	7941564	F	3
Gene:1006228582	AT3G22420.2	7946526	7949074	F	3
Gene:2087856	AT3G22420.1	7946526	7949096	F	3
Gene:504953613	AT3G22421.1	7949116	7950396	R	3
Gene:1005714523	AT3G22425.1	7951055	7953223	F	3
Gene:1005714524	AT3G22425.2	7951055	7953223	F	3
Gene:2087866	AT3G22430.1	7953260	7957884	F	3
Gene:4515101485	AT3G22436.1	7957898	7958020	R	3
Gene:2087871	AT3G22440.1	7959754	7962200	F	3
Gene:3437864	AT3G22450.1	7962443	7963378	F	3
Gene:2077040	AT3G22460.1	7963537	7965907	F	3
Gene:2077060	AT3G22470.1	7965954	7967990	R	3
Gene:2077070	AT3G22480.1	7968078	7969705	F	3
Gene:1005714686	AT3G22480.2	7968177	7969629	F	3
Gene:2077080	AT3G22490.1	7969681	7970843	R	3
Gene:4515101486	AT3G22492.1	7971071	7971575	F	3
Gene:2076995	AT3G22500.1	7971625	7972907	R	3
Gene:2077005	AT3G22510.1	7973429	7974292	F	3
Gene:2077010	AT3G22520.1	7974762	7977590	F	3
Gene:2077035	AT3G22530.1	7977604	7978635	R	3
Gene:2077025	AT3G22540.1	7984076	7984627	R	3
Gene:2077030	AT3G22550.1	7991646	7993454	R	3
Gene:2828527	AT3G22555.1	7995486	7996636	F	3
Gene:2077045	AT3G22560.1	7998857	7999533	R	3
Gene:2077055	AT3G22570.1	8000515	8001238	R	3
Gene:2077065	AT3G22580.1	8002762	8003145	R	3
Gene:2077075	AT3G22590.1	8003934	8005579	F	3
Gene:2077000	AT3G22600.1	8006508	8007471	R	3
